poem_id,language,assignee
MV++_0554,Hindi,teammate_3
MV++_0557,Hindi,teammate_3
MV++_0560,Hindi,teammate_3
MV++_0563,Hindi,teammate_3
MV++_0566,Hindi,teammate_3
MV++_0569,Hindi,teammate_3
MV++_0572,Hindi,teammate_3
MV++_0575,Hindi,teammate_3
MV++_0578,Hindi,teammate_3
MV++_0581,Hindi,teammate_3
MV++_0584,Hindi,teammate_3
MV++_0587,Hindi,teammate_3
MV++_0590,Hindi,teammate_3
MV++_0593,Hindi,teammate_3
MV++_0596,Hindi,teammate_3
MV++_0599,Hindi,teammate_3
MV++_0602,Hindi,teammate_3
MV++_0605,Hindi,teammate_3
MV++_0608,Hindi,teammate_3
MV++_0611,Hindi,teammate_3
MV++_0614,Hindi,teammate_3
MV++_0617,Hindi,teammate_3
MV++_0620,Hindi,teammate_3
MV++_0623,Hindi,teammate_3
MV++_0626,Hindi,teammate_3
MV++_0629,Hindi,teammate_3
MV++_0632,Hindi,teammate_3
MV++_0635,Hindi,teammate_3
MV++_0638,Hindi,teammate_3
MV++_0641,Hindi,teammate_3
MV++_0644,Hindi,teammate_3
MV++_0647,Hindi,teammate_3
MV++_0650,Hindi,teammate_3
MV++_0653,Hindi,teammate_3
MV++_0656,Hindi,teammate_3
MV++_0659,Hindi,teammate_3
MV++_0662,Hindi,teammate_3
MV++_0665,Hindi,teammate_3
MV++_0668,Hindi,teammate_3
MV++_0671,Hindi,teammate_3
MV++_0674,Hindi,teammate_3
MV++_0677,Hindi,teammate_3
MV++_0680,Hindi,teammate_3
MV++_0683,Hindi,teammate_3
MV++_0686,Hindi,teammate_3
MV++_0689,Hindi,teammate_3
MV++_0692,Hindi,teammate_3
MV++_0695,Hindi,teammate_3
MV++_0698,Hindi,teammate_3
MV++_0701,Hindi,teammate_3
MV++_0704,Hindi,teammate_3
MV++_0707,Hindi,teammate_3
MV++_0710,Hindi,teammate_3
MV++_0713,Hindi,teammate_3
MV++_0716,Hindi,teammate_3
MV++_0719,Hindi,teammate_3
MV++_0722,Hindi,teammate_3
MV++_0725,Hindi,teammate_3
MV++_0728,Hindi,teammate_3
MV++_0731,Hindi,teammate_3
MV++_0734,Hindi,teammate_3
MV++_0737,Hindi,teammate_3
MV++_0740,Hindi,teammate_3
MV++_0743,Hindi,teammate_3
MV++_0746,Hindi,teammate_3
MV++_0749,Hindi,teammate_3
MV++_0752,Hindi,teammate_3
MV++_0755,Hindi,teammate_3
MV++_0758,Hindi,teammate_3
MV++_0761,Hindi,teammate_3
MV++_0764,Hindi,teammate_3
MV++_0767,Hindi,teammate_3
MV++_0770,Hindi,teammate_3
MV++_0773,Hindi,teammate_3
MV++_0776,Hindi,teammate_3
MV++_0779,Hindi,teammate_3
MV++_0782,Hindi,teammate_3
MV++_0785,Hindi,teammate_3
MV++_0788,Hindi,teammate_3
MV++_0791,Hindi,teammate_3
MV++_0794,Hindi,teammate_3
MV++_0797,Hindi,teammate_3
MV++_0800,Hindi,teammate_3
MV++_0803,Hindi,teammate_3
MV++_0806,Hindi,teammate_3
MV++_0809,Hindi,teammate_3
MV++_0812,Hindi,teammate_3
MV++_0815,Hindi,teammate_3
MV++_0818,Hindi,teammate_3
MV++_0821,Hindi,teammate_3
MV++_0824,Hindi,teammate_3
MV++_0827,Hindi,teammate_3
MV++_0830,Hindi,teammate_3
MV++_0833,Hindi,teammate_3
MV++_0836,Hindi,teammate_3
MV++_0839,Hindi,teammate_3
MV++_0842,Hindi,teammate_3
MV++_0845,Hindi,teammate_3
MV++_0848,Hindi,teammate_3
MV++_0851,Hindi,teammate_3
MV++_0854,Hindi,teammate_3
MV++_0857,Hindi,teammate_3
MV++_0860,Hindi,teammate_3
MV++_0863,Hindi,teammate_3
MV++_0866,Hindi,teammate_3
MV++_0869,Hindi,teammate_3
MV++_0872,Hindi,teammate_3
MV++_0875,Hindi,teammate_3
MV++_0878,Hindi,teammate_3
MV++_0881,Hindi,teammate_3
MV++_0884,Hindi,teammate_3
MV++_0887,Hindi,teammate_3
MV++_0890,Hindi,teammate_3
MV++_0893,Hindi,teammate_3
MV++_0896,Hindi,teammate_3
MV++_0899,Hindi,teammate_3
MV++_0902,Hindi,teammate_3
MV++_0905,Hindi,teammate_3
MV++_0908,Kannada,teammate_3
MV++_0911,Kannada,teammate_3
MV++_0914,Kannada,teammate_3
MV++_0917,Kannada,teammate_3
MV++_0920,Kannada,teammate_3
MV++_0923,Kannada,teammate_3
MV++_0926,Kannada,teammate_3
MV++_0929,Kannada,teammate_3
MV++_0932,Kannada,teammate_3
MV++_0935,Kannada,teammate_3
MV++_0938,Kannada,teammate_3
MV++_0941,Kannada,teammate_3
MV++_0944,Kannada,teammate_3
MV++_0947,Kannada,teammate_3
MV++_0950,Kannada,teammate_3
MV++_0953,Kannada,teammate_3
MV++_0956,Kannada,teammate_3
MV++_0959,Kannada,teammate_3
MV++_0962,Kannada,teammate_3
MV++_0965,Kannada,teammate_3
MV++_0968,Kannada,teammate_3
MV++_0971,Kannada,teammate_3
MV++_0974,Kannada,teammate_3
MV++_0977,Kannada,teammate_3
MV++_0980,Kannada,teammate_3
MV++_0983,Kannada,teammate_3
MV++_0986,Kannada,teammate_3
MV++_0989,Kannada,teammate_3
MV++_0992,Kannada,teammate_3
MV++_0995,Kannada,teammate_3
MV++_0998,Kannada,teammate_3
MV++_1001,Kannada,teammate_3
MV++_1004,Kannada,teammate_3
MV++_1007,Kannada,teammate_3
MV++_1010,Kannada,teammate_3
MV++_1013,Kannada,teammate_3
MV++_1016,Kannada,teammate_3
MV++_1019,Kannada,teammate_3
MV++_1022,Kannada,teammate_3
MV++_1025,Kannada,teammate_3
MV++_1028,Kannada,teammate_3
MV++_1031,Kannada,teammate_3
MV++_1034,Kannada,teammate_3
MV++_1037,Kannada,teammate_3
MV++_1040,Kannada,teammate_3
MV++_1043,Kannada,teammate_3
MV++_1046,Kannada,teammate_3
MV++_1049,Kannada,teammate_3
MV++_1052,Kannada,teammate_3
MV++_1055,Kannada,teammate_3
MV++_1058,Kannada,teammate_3
MV++_1061,Kannada,teammate_3
MV++_1064,Kannada,teammate_3
MV++_1067,Kannada,teammate_3
MV++_1070,Kannada,teammate_3
MV++_1073,Kannada,teammate_3
MV++_1076,Kannada,teammate_3
MV++_1079,Kannada,teammate_3
MV++_1082,Kannada,teammate_3
MV++_1085,Kannada,teammate_3
MV++_1088,Kannada,teammate_3
MV++_1091,Kannada,teammate_3
MV++_1094,Kannada,teammate_3
MV++_1097,Kannada,teammate_3
MV++_1100,Kannada,teammate_3
MV++_1103,Kannada,teammate_3
MV++_1106,Kannada,teammate_3
MV++_1109,Kannada,teammate_3
MV++_1112,Kannada,teammate_3
MV++_1115,Kannada,teammate_3
MV++_1119,Kannada,teammate_3
MV++_1122,Kannada,teammate_3
MV++_1125,Kannada,teammate_3
MV++_1128,Kannada,teammate_3
MV++_1131,Kannada,teammate_3
MV++_1134,Kannada,teammate_3
MV++_1137,Kannada,teammate_3
MV++_1140,Kannada,teammate_3
MV++_1143,Kannada,teammate_3
MV++_1146,Kannada,teammate_3
MV++_1149,Kannada,teammate_3
MV++_1152,Kashmiri,teammate_3
MV++_1156,Kashmiri,teammate_3
MV++_1159,Kashmiri,teammate_3
MV++_1162,Kashmiri,teammate_3
MV++_1165,Konkani,teammate_3
MV++_1168,Konkani,teammate_3
MV++_1171,Konkani,teammate_3
MV++_1174,Malayalam,teammate_3
MV++_1177,Malayalam,teammate_3
MV++_1180,Malayalam,teammate_3
MV++_1183,Malayalam,teammate_3
MV++_1186,Manipuri,teammate_3
MV++_1189,Marathi,teammate_3
MV++_1192,Marathi,teammate_3
MV++_1195,Marathi,teammate_3
MV++_1198,Marathi,teammate_3
MV++_1201,Odia,teammate_3
MV++_1204,Odia,teammate_3
MV++_1207,Odia,teammate_3
MV++_1210,Punjabi,teammate_3
MV++_1213,Punjabi,teammate_3
MV++_1216,Punjabi,teammate_3
MV++_1219,Punjabi,teammate_3
MV++_1222,Punjabi,teammate_3
MV++_1225,Punjabi,teammate_3
MV++_1228,Rajasthani,teammate_3
MV++_1231,Rajasthani,teammate_3
MV++_1234,Rajasthani,teammate_3
MV++_1238,Santhali,teammate_3
MV++_1241,Santhali,teammate_3
MV++_1244,Sindhi,teammate_3
MV++_1247,Sindhi,teammate_3
MV++_1251,Tamil,teammate_3
MV++_1254,Tamil,teammate_3
MV++_1257,Tamil,teammate_3
MV++_1260,Tamil,teammate_3
MV++_1263,Tamil,teammate_3
MV++_1266,Tamil,teammate_3
MV++_1269,Tamil,teammate_3
MV++_1272,Tamil,teammate_3
MV++_1275,Tamil,teammate_3
MV++_1278,Tamil,teammate_3
MV++_1281,Tamil,teammate_3
MV++_1284,Tamil,teammate_3
MV++_1287,Tamil,teammate_3
MV++_1290,Tamil,teammate_3
MV++_1293,Tamil,teammate_3
MV++_1296,Tamil,teammate_3
MV++_1299,Tamil,teammate_3
MV++_1302,Tamil,teammate_3
MV++_1305,Tamil,teammate_3
MV++_1308,Tamil,teammate_3
MV++_1311,Tamil,teammate_3
MV++_1314,Tamil,teammate_3
MV++_1317,Tamil,teammate_3
MV++_1320,Tamil,teammate_3
MV++_1323,Tamil,teammate_3
MV++_1326,Tamil,teammate_3
MV++_1329,Tamil,teammate_3
MV++_1332,Tamil,teammate_3
MV++_1335,Tamil,teammate_3
MV++_1338,Tamil,teammate_3
MV++_1341,Tamil,teammate_3
MV++_1344,Tamil,teammate_3
MV++_1347,Tamil,teammate_3
MV++_1350,Tamil,teammate_3
MV++_1353,Tamil,teammate_3
MV++_1356,Tamil,teammate_3
MV++_1359,Tamil,teammate_3
MV++_1362,Tamil,teammate_3
MV++_1365,Tamil,teammate_3
MV++_1368,Tamil,teammate_3
MV++_1371,Tamil,teammate_3
MV++_1374,Tamil,teammate_3
MV++_1377,Tamil,teammate_3
MV++_1380,Tamil,teammate_3
MV++_1383,Tamil,teammate_3
MV++_1386,Tamil,teammate_3
MV++_1389,Tamil,teammate_3
MV++_1392,Tamil,teammate_3
MV++_1395,Tamil,teammate_3
MV++_1398,Tamil,teammate_3
MV++_1401,Tamil,teammate_3
MV++_1404,Tamil,teammate_3
MV++_1407,Tamil,teammate_3
MV++_1410,Tamil,teammate_3
MV++_1413,Tamil,teammate_3
MV++_1416,Tamil,teammate_3
MV++_1419,Tamil,teammate_3
MV++_1422,Tamil,teammate_3
MV++_1425,Tamil,teammate_3
MV++_1428,Tamil,teammate_3
MV++_1431,Telugu,teammate_3
MV++_1434,Telugu,teammate_3
MV++_1437,Telugu,teammate_3
MV++_1440,Telugu,teammate_3
MV++_1444,Telugu,teammate_3
MV++_1447,Telugu,teammate_3
MV++_1450,Telugu,teammate_3
MV++_1453,Telugu,teammate_3
MV++_1456,Telugu,teammate_3
MV++_1459,Telugu,teammate_3
MV++_1462,Telugu,teammate_3
MV++_1465,Telugu,teammate_3
MV++_1468,Telugu,teammate_3
MV++_1471,Telugu,teammate_3
MV++_1474,Telugu,teammate_3
MV++_1477,Telugu,teammate_3
MV++_1480,Telugu,teammate_3
MV++_1483,Telugu,teammate_3
MV++_1486,Telugu,teammate_3
MV++_1489,Telugu,teammate_3
MV++_1492,Telugu,teammate_3
MV++_1495,Telugu,teammate_3
MV++_1498,Telugu,teammate_3
MV++_1501,Telugu,teammate_3
MV++_1504,Telugu,teammate_3
MV++_1507,Telugu,teammate_3
MV++_1510,Telugu,teammate_3
MV++_1513,Telugu,teammate_3
MV++_1516,Telugu,teammate_3
MV++_1519,Telugu,teammate_3
MV++_1522,Telugu,teammate_3
MV++_1525,Telugu,teammate_3
MV++_1528,Telugu,teammate_3
MV++_1531,Telugu,teammate_3
MV++_1534,Telugu,teammate_3
MV++_1537,Telugu,teammate_3
MV++_1540,Telugu,teammate_3
MV++_1543,Telugu,teammate_3
MV++_1546,Telugu,teammate_3
MV++_1549,Telugu,teammate_3
MV++_1552,Urdu,teammate_3
MV++_1555,Urdu,teammate_3
MV++_1558,Urdu,teammate_3
MV++_1561,Urdu,teammate_3
MV++_1564,Urdu,teammate_3
MV++_1567,Urdu,teammate_3
MV++_1570,Urdu,teammate_3
