poem_id,language,assignee
MV++_0253,Hindi,teammate_2
MV++_0256,Hindi,teammate_2
MV++_0259,Hindi,teammate_2
MV++_0262,Hindi,teammate_2
MV++_0265,Hindi,teammate_2
MV++_0268,Hindi,teammate_2
MV++_0271,Hindi,teammate_2
MV++_0274,Hindi,teammate_2
MV++_0277,Hindi,teammate_2
MV++_0280,Hindi,teammate_2
MV++_0283,Hindi,teammate_2
MV++_0286,Hindi,teammate_2
MV++_0289,Hindi,teammate_2
MV++_0292,Hindi,teammate_2
MV++_0295,Hindi,teammate_2
MV++_0298,Hindi,teammate_2
MV++_0301,Hindi,teammate_2
MV++_0304,Hindi,teammate_2
MV++_0307,Hindi,teammate_2
MV++_0310,Hindi,teammate_2
MV++_0313,Hindi,teammate_2
MV++_0316,Hindi,teammate_2
MV++_0319,Hindi,teammate_2
MV++_0322,Hindi,teammate_2
MV++_0325,Hindi,teammate_2
MV++_0328,Hindi,teammate_2
MV++_0331,Hindi,teammate_2
MV++_0334,Hindi,teammate_2
MV++_0337,Hindi,teammate_2
MV++_0340,Hindi,teammate_2
MV++_0343,Hindi,teammate_2
MV++_0346,Hindi,teammate_2
MV++_0349,Hindi,teammate_2
MV++_0352,Hindi,teammate_2
MV++_0355,Hindi,teammate_2
MV++_0358,Hindi,teammate_2
MV++_0361,Hindi,teammate_2
MV++_0364,Hindi,teammate_2
MV++_0367,Hindi,teammate_2
MV++_0370,Hindi,teammate_2
MV++_0373,Hindi,teammate_2
MV++_0376,Hindi,teammate_2
MV++_0379,Hindi,teammate_2
MV++_0382,Hindi,teammate_2
MV++_0385,Hindi,teammate_2
MV++_0388,Hindi,teammate_2
MV++_0391,Hindi,teammate_2
MV++_0394,Hindi,teammate_2
MV++_0397,Hindi,teammate_2
MV++_0400,Hindi,teammate_2
MV++_0403,Hindi,teammate_2
MV++_0406,Hindi,teammate_2
MV++_0409,Hindi,teammate_2
MV++_0412,Hindi,teammate_2
MV++_0415,Hindi,teammate_2
MV++_0418,Hindi,teammate_2
MV++_0421,Hindi,teammate_2
MV++_0424,Hindi,teammate_2
MV++_0427,Hindi,teammate_2
MV++_0430,Hindi,teammate_2
MV++_0433,Hindi,teammate_2
MV++_0436,Hindi,teammate_2
MV++_0439,Hindi,teammate_2
MV++_0442,Hindi,teammate_2
MV++_0445,Hindi,teammate_2
MV++_0448,Hindi,teammate_2
MV++_0451,Hindi,teammate_2
MV++_0454,Hindi,teammate_2
MV++_0457,Hindi,teammate_2
MV++_0460,Hindi,teammate_2
MV++_0463,Hindi,teammate_2
MV++_0466,Hindi,teammate_2
MV++_0469,Hindi,teammate_2
MV++_0472,Hindi,teammate_2
MV++_0475,Hindi,teammate_2
MV++_0478,Hindi,teammate_2
MV++_0481,Hindi,teammate_2
MV++_0484,Hindi,teammate_2
MV++_0487,Hindi,teammate_2
MV++_0490,Hindi,teammate_2
MV++_0493,Hindi,teammate_2
MV++_0496,Hindi,teammate_2
MV++_0499,Hindi,teammate_2
MV++_0502,Hindi,teammate_2
MV++_0505,Hindi,teammate_2
MV++_0508,Hindi,teammate_2
MV++_0511,Hindi,teammate_2
MV++_0514,Hindi,teammate_2
MV++_0517,Hindi,teammate_2
MV++_0520,Hindi,teammate_2
MV++_0523,Hindi,teammate_2
MV++_0526,Hindi,teammate_2
MV++_0529,Hindi,teammate_2
MV++_0532,Hindi,teammate_2
MV++_0535,Hindi,teammate_2
MV++_0538,Hindi,teammate_2
MV++_0541,Hindi,teammate_2
MV++_0544,Hindi,teammate_2
MV++_0547,Hindi,teammate_2
MV++_0550,Hindi,teammate_2
MV++_0553,Hindi,teammate_2
MV++_0556,Hindi,teammate_2
MV++_0559,Hindi,teammate_2
MV++_0562,Hindi,teammate_2
MV++_0565,Hindi,teammate_2
MV++_0568,Hindi,teammate_2
MV++_0571,Hindi,teammate_2
MV++_0574,Hindi,teammate_2
MV++_0577,Hindi,teammate_2
MV++_0580,Hindi,teammate_2
MV++_0583,Hindi,teammate_2
MV++_0586,Hindi,teammate_2
MV++_0589,Hindi,teammate_2
MV++_0592,Hindi,teammate_2
MV++_0595,Hindi,teammate_2
MV++_0598,Hindi,teammate_2
MV++_0601,Hindi,teammate_2
MV++_0604,Hindi,teammate_2
MV++_0607,Hindi,teammate_2
MV++_0610,Hindi,teammate_2
MV++_0613,Hindi,teammate_2
MV++_0616,Hindi,teammate_2
MV++_0619,Hindi,teammate_2
MV++_0622,Hindi,teammate_2
MV++_0625,Hindi,teammate_2
MV++_0628,Hindi,teammate_2
MV++_0631,Hindi,teammate_2
MV++_0634,Hindi,teammate_2
MV++_0637,Hindi,teammate_2
MV++_0640,Hindi,teammate_2
MV++_0643,Hindi,teammate_2
MV++_0646,Hindi,teammate_2
MV++_0649,Hindi,teammate_2
MV++_0652,Hindi,teammate_2
MV++_0655,Hindi,teammate_2
MV++_0658,Hindi,teammate_2
MV++_0661,Hindi,teammate_2
MV++_0664,Hindi,teammate_2
MV++_0667,Hindi,teammate_2
MV++_0670,Hindi,teammate_2
MV++_0673,Hindi,teammate_2
MV++_0676,Hindi,teammate_2
MV++_0679,Hindi,teammate_2
MV++_0682,Hindi,teammate_2
MV++_0685,Hindi,teammate_2
MV++_0688,Hindi,teammate_2
MV++_0691,Hindi,teammate_2
MV++_0694,Hindi,teammate_2
MV++_0697,Hindi,teammate_2
MV++_0700,Hindi,teammate_2
MV++_0703,Hindi,teammate_2
MV++_0706,Hindi,teammate_2
MV++_0709,Hindi,teammate_2
MV++_0712,Hindi,teammate_2
MV++_0715,Hindi,teammate_2
MV++_0718,Hindi,teammate_2
MV++_0721,Hindi,teammate_2
MV++_0724,Hindi,teammate_2
MV++_0727,Hindi,teammate_2
MV++_0730,Hindi,teammate_2
MV++_0733,Hindi,teammate_2
MV++_0736,Hindi,teammate_2
MV++_0739,Hindi,teammate_2
MV++_0742,Hindi,teammate_2
MV++_0745,Hindi,teammate_2
MV++_0748,Hindi,teammate_2
MV++_0751,Hindi,teammate_2
MV++_0754,Hindi,teammate_2
MV++_0757,Hindi,teammate_2
MV++_0760,Hindi,teammate_2
MV++_0763,Hindi,teammate_2
MV++_0766,Hindi,teammate_2
MV++_0769,Hindi,teammate_2
MV++_0772,Hindi,teammate_2
MV++_0775,Hindi,teammate_2
MV++_0778,Hindi,teammate_2
MV++_0781,Hindi,teammate_2
MV++_0784,Hindi,teammate_2
MV++_0787,Hindi,teammate_2
MV++_0790,Hindi,teammate_2
MV++_0793,Hindi,teammate_2
MV++_0796,Hindi,teammate_2
MV++_0799,Hindi,teammate_2
MV++_0802,Hindi,teammate_2
MV++_0805,Hindi,teammate_2
MV++_0808,Hindi,teammate_2
MV++_0811,Hindi,teammate_2
MV++_0814,Hindi,teammate_2
MV++_0817,Hindi,teammate_2
MV++_0820,Hindi,teammate_2
MV++_0823,Hindi,teammate_2
MV++_0826,Hindi,teammate_2
MV++_0829,Hindi,teammate_2
MV++_0832,Hindi,teammate_2
MV++_0835,Hindi,teammate_2
MV++_0838,Hindi,teammate_2
MV++_0841,Hindi,teammate_2
MV++_0844,Hindi,teammate_2
MV++_0847,Hindi,teammate_2
MV++_0850,Hindi,teammate_2
MV++_0853,Hindi,teammate_2
MV++_0856,Hindi,teammate_2
MV++_0859,Hindi,teammate_2
MV++_0862,Hindi,teammate_2
MV++_0865,Hindi,teammate_2
MV++_0868,Hindi,teammate_2
MV++_0871,Hindi,teammate_2
MV++_0874,Hindi,teammate_2
MV++_0877,Hindi,teammate_2
MV++_0880,Hindi,teammate_2
MV++_0883,Hindi,teammate_2
MV++_0886,Hindi,teammate_2
MV++_0889,Hindi,teammate_2
MV++_0892,Hindi,teammate_2
MV++_0895,Hindi,teammate_2
MV++_0898,Hindi,teammate_2
MV++_0901,Hindi,teammate_2
MV++_0904,Hindi,teammate_2
MV++_0907,Kannada,teammate_2
MV++_0910,Kannada,teammate_2
MV++_0913,Kannada,teammate_2
MV++_0916,Kannada,teammate_2
MV++_0919,Kannada,teammate_2
MV++_0922,Kannada,teammate_2
MV++_0925,Kannada,teammate_2
MV++_0928,Kannada,teammate_2
MV++_0931,Kannada,teammate_2
MV++_0934,Kannada,teammate_2
MV++_0937,Kannada,teammate_2
MV++_0940,Kannada,teammate_2
MV++_0943,Kannada,teammate_2
MV++_0946,Kannada,teammate_2
MV++_0949,Kannada,teammate_2
MV++_0952,Kannada,teammate_2
MV++_0955,Kannada,teammate_2
MV++_0958,Kannada,teammate_2
MV++_0961,Kannada,teammate_2
MV++_0964,Kannada,teammate_2
MV++_0967,Kannada,teammate_2
MV++_0970,Kannada,teammate_2
MV++_0973,Kannada,teammate_2
MV++_0976,Kannada,teammate_2
MV++_0979,Kannada,teammate_2
MV++_0982,Kannada,teammate_2
MV++_0985,Kannada,teammate_2
MV++_0988,Kannada,teammate_2
MV++_0991,Kannada,teammate_2
MV++_0994,Kannada,teammate_2
MV++_0997,Kannada,teammate_2
MV++_1000,Kannada,teammate_2
MV++_1003,Kannada,teammate_2
MV++_1006,Kannada,teammate_2
MV++_1009,Kannada,teammate_2
MV++_1012,Kannada,teammate_2
MV++_1015,Kannada,teammate_2
MV++_1018,Kannada,teammate_2
MV++_1021,Kannada,teammate_2
MV++_1024,Kannada,teammate_2
MV++_1027,Kannada,teammate_2
MV++_1030,Kannada,teammate_2
MV++_1033,Kannada,teammate_2
MV++_1036,Kannada,teammate_2
MV++_1039,Kannada,teammate_2
MV++_1042,Kannada,teammate_2
MV++_1045,Kannada,teammate_2
MV++_1048,Kannada,teammate_2
MV++_1051,Kannada,teammate_2
MV++_1054,Kannada,teammate_2
MV++_1057,Kannada,teammate_2
MV++_1060,Kannada,teammate_2
MV++_1063,Kannada,teammate_2
MV++_1066,Kannada,teammate_2
MV++_1069,Kannada,teammate_2
MV++_1072,Kannada,teammate_2
MV++_1075,Kannada,teammate_2
MV++_1078,Kannada,teammate_2
MV++_1081,Kannada,teammate_2
MV++_1084,Kannada,teammate_2
MV++_1087,Kannada,teammate_2
MV++_1090,Kannada,teammate_2
MV++_1093,Kannada,teammate_2
MV++_1096,Kannada,teammate_2
MV++_1099,Kannada,teammate_2
MV++_1102,Kannada,teammate_2
MV++_1105,Kannada,teammate_2
MV++_1108,Kannada,teammate_2
MV++_1111,Kannada,teammate_2
MV++_1114,Kannada,teammate_2
MV++_1117,Kannada,teammate_2
MV++_1121,Kannada,teammate_2
MV++_1124,Kannada,teammate_2
MV++_1127,Kannada,teammate_2
MV++_1130,Kannada,teammate_2
MV++_1133,Kannada,teammate_2
MV++_1136,Kannada,teammate_2
MV++_1139,Kannada,teammate_2
MV++_1142,Kannada,teammate_2
MV++_1145,Kannada,teammate_2
MV++_1148,Kannada,teammate_2
MV++_1151,Kashmiri,teammate_2
MV++_1155,Kashmiri,teammate_2
MV++_1158,Kashmiri,teammate_2
MV++_1161,Kashmiri,teammate_2
MV++_1164,Konkani,teammate_2
MV++_1167,Konkani,teammate_2
MV++_1170,Konkani,teammate_2
MV++_1173,Konkani,teammate_2
MV++_1176,Malayalam,teammate_2
MV++_1179,Malayalam,teammate_2
MV++_1182,Malayalam,teammate_2
MV++_1185,Manipuri,teammate_2
MV++_1188,Manipuri,teammate_2
MV++_1191,Marathi,teammate_2
MV++_1194,Marathi,teammate_2
MV++_1197,Marathi,teammate_2
MV++_1200,Odia,teammate_2
MV++_1203,Odia,teammate_2
MV++_1206,Odia,teammate_2
MV++_1209,Punjabi,teammate_2
MV++_1212,Punjabi,teammate_2
MV++_1215,Punjabi,teammate_2
MV++_1218,Punjabi,teammate_2
MV++_1221,Punjabi,teammate_2
MV++_1224,Punjabi,teammate_2
MV++_1227,Punjabi,teammate_2
MV++_1230,Rajasthani,teammate_2
MV++_1233,Rajasthani,teammate_2
MV++_1237,Santhali,teammate_2
MV++_1240,Santhali,teammate_2
MV++_1243,Sindhi,teammate_2
MV++_1246,Sindhi,teammate_2
MV++_1250,Tamil,teammate_2
MV++_1253,Tamil,teammate_2
MV++_1256,Tamil,teammate_2
MV++_1259,Tamil,teammate_2
MV++_1262,Tamil,teammate_2
MV++_1265,Tamil,teammate_2
MV++_1268,Tamil,teammate_2
MV++_1271,Tamil,teammate_2
MV++_1274,Tamil,teammate_2
MV++_1277,Tamil,teammate_2
MV++_1280,Tamil,teammate_2
MV++_1283,Tamil,teammate_2
MV++_1286,Tamil,teammate_2
MV++_1289,Tamil,teammate_2
MV++_1292,Tamil,teammate_2
MV++_1295,Tamil,teammate_2
MV++_1298,Tamil,teammate_2
MV++_1301,Tamil,teammate_2
MV++_1304,Tamil,teammate_2
MV++_1307,Tamil,teammate_2
MV++_1310,Tamil,teammate_2
MV++_1313,Tamil,teammate_2
MV++_1316,Tamil,teammate_2
MV++_1319,Tamil,teammate_2
MV++_1322,Tamil,teammate_2
MV++_1325,Tamil,teammate_2
MV++_1328,Tamil,teammate_2
MV++_1331,Tamil,teammate_2
MV++_1334,Tamil,teammate_2
MV++_1337,Tamil,teammate_2
MV++_1340,Tamil,teammate_2
MV++_1343,Tamil,teammate_2
MV++_1346,Tamil,teammate_2
MV++_1349,Tamil,teammate_2
MV++_1352,Tamil,teammate_2
MV++_1355,Tamil,teammate_2
MV++_1358,Tamil,teammate_2
MV++_1361,Tamil,teammate_2
MV++_1364,Tamil,teammate_2
MV++_1367,Tamil,teammate_2
MV++_1370,Tamil,teammate_2
MV++_1373,Tamil,teammate_2
MV++_1376,Tamil,teammate_2
MV++_1379,Tamil,teammate_2
MV++_1382,Tamil,teammate_2
MV++_1385,Tamil,teammate_2
MV++_1388,Tamil,teammate_2
MV++_1391,Tamil,teammate_2
MV++_1394,Tamil,teammate_2
MV++_1397,Tamil,teammate_2
MV++_1400,Tamil,teammate_2
MV++_1403,Tamil,teammate_2
MV++_1406,Tamil,teammate_2
MV++_1409,Tamil,teammate_2
MV++_1412,Tamil,teammate_2
MV++_1415,Tamil,teammate_2
MV++_1418,Tamil,teammate_2
MV++_1421,Tamil,teammate_2
MV++_1424,Tamil,teammate_2
MV++_1427,Tamil,teammate_2
MV++_1430,Telugu,teammate_2
MV++_1433,Telugu,teammate_2
MV++_1436,Telugu,teammate_2
MV++_1439,Telugu,teammate_2
MV++_1442,Telugu,teammate_2
MV++_1446,Telugu,teammate_2
MV++_1449,Telugu,teammate_2
MV++_1452,Telugu,teammate_2
MV++_1455,Telugu,teammate_2
MV++_1458,Telugu,teammate_2
MV++_1461,Telugu,teammate_2
MV++_1464,Telugu,teammate_2
MV++_1467,Telugu,teammate_2
MV++_1470,Telugu,teammate_2
MV++_1473,Telugu,teammate_2
MV++_1476,Telugu,teammate_2
MV++_1479,Telugu,teammate_2
MV++_1482,Telugu,teammate_2
MV++_1485,Telugu,teammate_2
MV++_1488,Telugu,teammate_2
MV++_1491,Telugu,teammate_2
MV++_1494,Telugu,teammate_2
MV++_1497,Telugu,teammate_2
MV++_1500,Telugu,teammate_2
MV++_1503,Telugu,teammate_2
MV++_1506,Telugu,teammate_2
MV++_1509,Telugu,teammate_2
MV++_1512,Telugu,teammate_2
MV++_1515,Telugu,teammate_2
MV++_1518,Telugu,teammate_2
MV++_1521,Telugu,teammate_2
MV++_1524,Telugu,teammate_2
MV++_1527,Telugu,teammate_2
MV++_1530,Telugu,teammate_2
MV++_1533,Telugu,teammate_2
MV++_1536,Telugu,teammate_2
MV++_1539,Telugu,teammate_2
MV++_1542,Telugu,teammate_2
MV++_1545,Telugu,teammate_2
MV++_1548,Telugu,teammate_2
MV++_1551,Urdu,teammate_2
MV++_1554,Urdu,teammate_2
MV++_1557,Urdu,teammate_2
MV++_1560,Urdu,teammate_2
MV++_1563,Urdu,teammate_2
MV++_1566,Urdu,teammate_2
MV++_1569,Urdu,teammate_2
