poem_id,language,assignee
MV++_0762,Hindi,teammate_1
MV++_0765,Hindi,teammate_1
MV++_0768,Hindi,teammate_1
MV++_0771,Hindi,teammate_1
MV++_0774,Hindi,teammate_1
MV++_0777,Hindi,teammate_1
MV++_0780,Hindi,teammate_1
MV++_0783,Hindi,teammate_1
MV++_0786,Hindi,teammate_1
MV++_0789,Hindi,teammate_1
MV++_0792,Hindi,teammate_1
MV++_0795,Hindi,teammate_1
MV++_0798,Hindi,teammate_1
MV++_0801,Hindi,teammate_1
MV++_0804,Hindi,teammate_1
MV++_0807,Hindi,teammate_1
MV++_0810,Hindi,teammate_1
MV++_0813,Hindi,teammate_1
MV++_0816,Hindi,teammate_1
MV++_0819,Hindi,teammate_1
MV++_0822,Hindi,teammate_1
MV++_0825,Hindi,teammate_1
MV++_0828,Hindi,teammate_1
MV++_0831,Hindi,teammate_1
MV++_0834,Hindi,teammate_1
MV++_0837,Hindi,teammate_1
MV++_0840,Hindi,teammate_1
MV++_0843,Hindi,teammate_1
MV++_0846,Hindi,teammate_1
MV++_0849,Hindi,teammate_1
MV++_0852,Hindi,teammate_1
MV++_0855,Hindi,teammate_1
MV++_0858,Hindi,teammate_1
MV++_0861,Hindi,teammate_1
MV++_0864,Hindi,teammate_1
MV++_0867,Hindi,teammate_1
MV++_0870,Hindi,teammate_1
MV++_0873,Hindi,teammate_1
MV++_0876,Hindi,teammate_1
MV++_0879,Hindi,teammate_1
MV++_0882,Hindi,teammate_1
MV++_0885,Hindi,teammate_1
MV++_0888,Hindi,teammate_1
MV++_0891,Hindi,teammate_1
MV++_0894,Hindi,teammate_1
MV++_0897,Hindi,teammate_1
MV++_0900,Hindi,teammate_1
MV++_0903,Hindi,teammate_1
MV++_0906,Kannada,teammate_1
MV++_0909,Kannada,teammate_1
MV++_0912,Kannada,teammate_1
MV++_0915,Kannada,teammate_1
MV++_0918,Kannada,teammate_1
MV++_0921,Kannada,teammate_1
MV++_0924,Kannada,teammate_1
MV++_0927,Kannada,teammate_1
MV++_0930,Kannada,teammate_1
MV++_0933,Kannada,teammate_1
MV++_0936,Kannada,teammate_1
MV++_0939,Kannada,teammate_1
MV++_0942,Kannada,teammate_1
MV++_0945,Kannada,teammate_1
MV++_0948,Kannada,teammate_1
MV++_0951,Kannada,teammate_1
MV++_0954,Kannada,teammate_1
MV++_0957,Kannada,teammate_1
MV++_0960,Kannada,teammate_1
MV++_0963,Kannada,teammate_1
MV++_0966,Kannada,teammate_1
MV++_0969,Kannada,teammate_1
MV++_0972,Kannada,teammate_1
MV++_0975,Kannada,teammate_1
MV++_0978,Kannada,teammate_1
MV++_0981,Kannada,teammate_1
MV++_0984,Kannada,teammate_1
MV++_0987,Kannada,teammate_1
MV++_0990,Kannada,teammate_1
MV++_0993,Kannada,teammate_1
MV++_0996,Kannada,teammate_1
MV++_0999,Kannada,teammate_1
MV++_1002,Kannada,teammate_1
MV++_1005,Kannada,teammate_1
MV++_1008,Kannada,teammate_1
MV++_1011,Kannada,teammate_1
MV++_1014,Kannada,teammate_1
MV++_1017,Kannada,teammate_1
MV++_1020,Kannada,teammate_1
MV++_1023,Kannada,teammate_1
MV++_1026,Kannada,teammate_1
MV++_1029,Kannada,teammate_1
MV++_1032,Kannada,teammate_1
MV++_1035,Kannada,teammate_1
MV++_1038,Kannada,teammate_1
MV++_1041,Kannada,teammate_1
MV++_1044,Kannada,teammate_1
MV++_1047,Kannada,teammate_1
MV++_1050,Kannada,teammate_1
MV++_1053,Kannada,teammate_1
MV++_1056,Kannada,teammate_1
MV++_1059,Kannada,teammate_1
MV++_1062,Kannada,teammate_1
MV++_1065,Kannada,teammate_1
MV++_1068,Kannada,teammate_1
MV++_1071,Kannada,teammate_1
MV++_1074,Kannada,teammate_1
MV++_1077,Kannada,teammate_1
MV++_1080,Kannada,teammate_1
MV++_1083,Kannada,teammate_1
MV++_1086,Kannada,teammate_1
MV++_1089,Kannada,teammate_1
MV++_1092,Kannada,teammate_1
MV++_1095,Kannada,teammate_1
MV++_1098,Kannada,teammate_1
MV++_1101,Kannada,teammate_1
MV++_1104,Kannada,teammate_1
MV++_1107,Kannada,teammate_1
MV++_1110,Kannada,teammate_1
MV++_1113,Kannada,teammate_1
MV++_1116,Kannada,teammate_1
MV++_1120,Kannada,teammate_1
MV++_1123,Kannada,teammate_1
MV++_1126,Kannada,teammate_1
MV++_1129,Kannada,teammate_1
MV++_1132,Kannada,teammate_1
MV++_1135,Kannada,teammate_1
MV++_1138,Kannada,teammate_1
MV++_1141,Kannada,teammate_1
MV++_1144,Kannada,teammate_1
MV++_1147,Kannada,teammate_1
MV++_1150,Kannada,teammate_1
MV++_1154,Kashmiri,teammate_1
MV++_1157,Kashmiri,teammate_1
MV++_1160,Kashmiri,teammate_1
MV++_1242,Sindhi,teammate_1
MV++_1245,Sindhi,teammate_1
MV++_1248,Sindhi,teammate_1
MV++_1431,Telugu,teammate_1
MV++_1434,Telugu,teammate_1
MV++_1437,Telugu,teammate_1
MV++_1440,Telugu,teammate_1
MV++_1444,Telugu,teammate_1
MV++_1447,Telugu,teammate_1
MV++_1450,Telugu,teammate_1
MV++_1453,Telugu,teammate_1
MV++_1456,Telugu,teammate_1
MV++_1459,Telugu,teammate_1
MV++_1462,Telugu,teammate_1
MV++_1465,Telugu,teammate_1
MV++_1468,Telugu,teammate_1
MV++_1471,Telugu,teammate_1
MV++_1474,Telugu,teammate_1
MV++_1477,Telugu,teammate_1
MV++_1480,Telugu,teammate_1
MV++_1483,Telugu,teammate_1
MV++_1486,Telugu,teammate_1
MV++_1489,Telugu,teammate_1
MV++_1492,Telugu,teammate_1
MV++_1495,Telugu,teammate_1
MV++_1498,Telugu,teammate_1
MV++_1501,Telugu,teammate_1
MV++_1504,Telugu,teammate_1
MV++_1507,Telugu,teammate_1
MV++_1510,Telugu,teammate_1
MV++_1513,Telugu,teammate_1
MV++_1516,Telugu,teammate_1
MV++_1519,Telugu,teammate_1
MV++_1522,Telugu,teammate_1
MV++_1525,Telugu,teammate_1
MV++_1528,Telugu,teammate_1
MV++_1531,Telugu,teammate_1
MV++_1534,Telugu,teammate_1
MV++_1537,Telugu,teammate_1
MV++_1540,Telugu,teammate_1
MV++_1543,Telugu,teammate_1
MV++_1546,Telugu,teammate_1
MV++_1549,Telugu,teammate_1
