poem_id,language,pilot_status,profile_status,release_status,source_path
MV++_0026,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0026.json
MV++_0027,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0027.json
MV++_0028,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0028.json
MV++_0029,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0029.json
MV++_0030,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0030.json
MV++_0031,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0031.json
MV++_0032,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0032.json
MV++_0033,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0033.json
MV++_0034,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0034.json
MV++_0035,Bengali,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bengali/MV++_0035.json
MV++_0036,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0036.json
MV++_0037,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0037.json
MV++_0038,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0038.json
MV++_0039,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0039.json
MV++_0040,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0040.json
MV++_0041,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0041.json
MV++_0042,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0042.json
MV++_0043,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0043.json
MV++_0044,Bodo,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Bodo/MV++_0044.json
MV++_0045,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0045.json
MV++_0046,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0046.json
MV++_0047,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0047.json
MV++_0048,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0048.json
MV++_0049,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0049.json
MV++_0050,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0050.json
MV++_0051,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0051.json
MV++_0052,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0052.json
MV++_0053,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0053.json
MV++_0054,Dogri,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Dogri/MV++_0054.json
MV++_0055,Gujarati,AVAILABLE_FOR_ASSIGNMENT,PROFILE_PRESENT,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Gujarati/MV++_0055.json
MV++_0056,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0056.json
MV++_0057,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0057.json
MV++_0058,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0058.json
MV++_0059,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0059.json
MV++_0060,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0060.json
MV++_0061,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0061.json
MV++_0062,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0062.json
MV++_0063,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0063.json
MV++_0064,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0064.json
MV++_0065,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0065.json
MV++_0066,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0066.json
MV++_0067,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0067.json
MV++_0068,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0068.json
MV++_0069,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0069.json
MV++_0070,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0070.json
MV++_0071,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0071.json
MV++_0072,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0072.json
MV++_0073,Hindi,PILOT_ALREADY_GENERATED,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0073.json
MV++_0074,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0074.json
MV++_0075,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0075.json
MV++_0076,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0076.json
MV++_0077,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0077.json
MV++_0078,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0078.json
MV++_0079,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0079.json
MV++_0080,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0080.json
MV++_0081,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0081.json
MV++_0082,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0082.json
MV++_0083,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0083.json
MV++_0084,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0084.json
MV++_0085,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0085.json
MV++_0086,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0086.json
MV++_0087,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0087.json
MV++_0088,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0088.json
MV++_0089,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0089.json
MV++_0090,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0090.json
MV++_0091,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0091.json
MV++_0092,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0092.json
MV++_0093,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0093.json
MV++_0094,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0094.json
MV++_0095,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0095.json
MV++_0096,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0096.json
MV++_0097,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0097.json
MV++_0098,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0098.json
MV++_0099,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0099.json
MV++_0100,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0100.json
MV++_0101,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0101.json
MV++_0102,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0102.json
MV++_0103,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0103.json
MV++_0104,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0104.json
MV++_0105,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0105.json
MV++_0106,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0106.json
MV++_0107,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0107.json
MV++_0108,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0108.json
MV++_0109,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0109.json
MV++_0110,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0110.json
MV++_0111,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0111.json
MV++_0112,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0112.json
MV++_0113,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0113.json
MV++_0114,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0114.json
MV++_0115,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0115.json
MV++_0116,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0116.json
MV++_0117,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0117.json
MV++_0118,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0118.json
MV++_0119,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0119.json
MV++_0120,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0120.json
MV++_0121,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0121.json
MV++_0122,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0122.json
MV++_0123,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0123.json
MV++_0124,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0124.json
MV++_0125,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0125.json
MV++_0126,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0126.json
MV++_0127,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0127.json
MV++_0128,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0128.json
MV++_0129,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0129.json
MV++_0130,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0130.json
MV++_0131,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0131.json
MV++_0132,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0132.json
MV++_0133,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0133.json
MV++_0134,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0134.json
MV++_0135,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0135.json
MV++_0136,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0136.json
MV++_0137,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0137.json
MV++_0138,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0138.json
MV++_0139,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0139.json
MV++_0140,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0140.json
MV++_0141,Hindi,AVAILABLE_FOR_ASSIGNMENT,SUPPORTED_PILOT_VALIDATED,AUTHORIZED_FOR_TEAM_GENERATION,data/source_corpus/Hindi/MV++_0141.json
